tconst,originalTitle,year,genres,Rating,director,plot
tt12979626,Sell/Buy/Date,2022,"Comedy,Drama",7.4,Sarah Jones,"Cora and Barry are a retired couple enjoying life in their seventies. One day, Barry has a severe coughing fit and is rushed to the hospital where he is diagnosed with a terminal heart disease. No longer able to hide his illness, or the unpleasant side effects, Barry makes the decision to rent a trailer home in the middle of the woods where he can die alone. His hope ... Read all"
tt12979770,The One You're With,2021,"Comedy,Romance",5.5,C. Bailey Werner,"Gaspar is a child who lives in the midst of a constant family crisis. When Martin (the father) is presented with the opportunity to record the first album with his band, the thin thread that unites the family, ends up breaking. Martin must quickly raise a considerable amount of money so as not to lose the dream opportunity for years. Linda, tired of her husband's imma... Read all"
tt12980080,Dear Audrey,2021,"Biography,Documentary",8.9,Jeremiah Hayes,"A recent college graduate in Columbus, Ohio seeks agency when his girlfriend moves away and Corporate America fails to meet his expectations, with the help of his freewheeling co-worker."
tt12980452,Gaspar,2021,Drama,7.0,Diego Pino,"Acclaimed activist filmmaker Martin Duckworth has devoted his life to peace and justice. But now he's put down his camera to fight for the most important cause he's ever faced-caring for his wife, Audrey Schirmer, through the final stages of Alzheimer's. Martin tirelessly embraces each new chapter with grace and resilience-demonstrating his unconditional loyalty as he... Read all"
tt12980526,The Rest of Your Life,2022,"Comedy,Drama",8.7,Michael Pomeroy,"A girl running from her past has a one-night stand with a guy who's stuck in his ways, only to wake up the next morning to discover they are forced to live together due to a nation-wide state of emergency."
tt12980536,I'm Too Old for This Sh*t: A Heavy Metal Fairy Tale,2021,Documentary,7.4,Nathan Mowery,A high school band named Siren who haven't played in 35 years discover they have a fan base in Germany due to a demo they put out so many years ago. This film documents their story as they journey to meet the fans they never knew they had.
tt12981068,The Whole Animal,2022,Documentary,7.2,Jason Wise,"A documentary that explores the culture and cuisine of the greatest meat dishes, from the team behind the SOMM Films."
tt12982370,Rise of the Footsoldier: Origins,2021,"Action,Comedy,Crime",5.8,Nick Nevern,"The origin story of how Tucker, Rolfie, and Pat Tate unite to form their own firm."
tt12983834,What About Molly?,2021,Comedy,7.4,Sean LaFollette,"Heartbroken and looking for revenge, Molly moves in with her best friend, starts a grilled cheese delivery business and gains two imaginary friends, Super Bob and his foul mouthed companion, Charlene."
tt12984936,Balaban,2022,Drama,8.5,Aysulu Onaran,"Stealing a prized falcon to help fund their dream of moving to Paris, two Kazakh teenagers come of age as they embark on a journey of liberation."
tt12985342,Sinjar,2022,Drama,6.4,Anna M. Bofarull,The real-life stories of three women living under Isis and their horrific consequences.
tt12989294,The Andy Baker Tape,2021,Thriller,5.4,Bret Lada,The last known footage of food blogger Jeff Blake and his half-brother Andy Baker.
tt12989912,Ultrasound,2021,"Drama,Mystery,Sci-Fi",5.8,Rob Schroeder,"After his car breaks down, Glen spends one hell of an odd night with a married couple, setting into motion a chain of events that alter their lives plus those of several random strangers."
tt12991078,Buck Alamo or (A Phantasmagorical Ballad),2023,"Drama,Music,Western",8.8,Benjamin Epstein,"A coming-of-age story in the John Hughes tradition. Mike Drinkwater is lost. His father, Hank, is hardly the role model Mike deserves. A young woman moves to town, and their friendship gives them the courage to overcome their challenges."
tt12991200,Drinkwater,2021,Comedy,6.5,Stephen S. Campanelli,"Unloading its existential chamber like a Texas folk song, BUCK ALAMO is a dreamlike portrait of a modern day musical outlaw as he duels with Death."
tt12991814,Happy's,2021,Comedy,5.1,Don Tjernagel,"Landon moves to town after receiving a suspicious scholarship, after the work-study program tied to his program falls through he is fortuitously guided by an eccentric attorney and employed by a well-known liquor store chain in the region."
tt12992162,The Day the Music Died,2022,"Biography,Documentary,Music",7.1,Mark Moormann,"50 years after its release, Don McLean shares the secrets behind his iconic song 'American Pie', one of the great musical touchstones of the 20th century."
tt13000618,The Pleasant Valley War,2021,"Documentary,Western",6.5,Travis Mills,"One of 12 Westerns made in 12 months during 2020, this film tells the incredible true story of America's bloodiest family feud. Told through a combination of documentary interviews and traditional Western scenes, The Pleasant Valley War tracks the fallout between the Grahams and Tewksburys which led to a ten year battle and cost up to fifty lives."
tt13002232,Inland,2022,Drama,5.1,Fridtjof Ryder,INLAND is a modern fairy tale that explores the fractured identity of a young man after the mysterious disappearance of his mother.
tt13003564,Millennial with a Cane,2021,"Comedy,Drama",8.4,L. Tanner Smith,"A young-adult MS patient joins an ""invisible illness"" support group, which helps her cope with her disease."
tt13005440,Breaking Out,2021,Documentary,8.9,Michael McCormack,"An intimate journey into the heart and soul of late Irish singer-songwriter Fergus O'Farrell, filmed over ten years by director Michael McCormack."
tt13007592,The Noel Diary,2022,"Comedy,Drama,Romance",6.1,Charles Shyer,"A story of a husband cheating his wife, capturing her property and killing her father. The wife then hires a killer to carry out the killing and manage the situation."
tt13008206,Teri Khata,2022,Drama,6.7,Prashant Kumar Giri,"It is a crazy tale of zombie absurdity where only true Cholos turn and SoCal's legal system is a little TOO lenient. With fast paced action, gore galore, and classic cholo cameos, this is an adventure you won't want to miss."
tt13009044,Cholo Zombies,2024,"Action,Comedy,Horror",7.2,Eric Rafael Ibarra,"In a post-apocalyptic world, society has collapsed, and individual survivors are fighting for their existence against viruses, nightly acid rain, and hordes of cannibals. Gravediggers Lars and Donald spend nights haunted by acid rain in their high-tech base of the past world, and when the rains stop during the day, they dispose of the bodies of the contaminated, doing... Read all"
tt13009266,Jivan Aakhyan,2021,Drama,8.8,,"The story of a man who returns home on Christmas to settle his estranged mother's estate. Once there, he discovers a diary that may hold secrets to his own past and of a beautiful young woman on a mysterious journey of her own."
tt13009718,Gravediggers,2024,"Action,Drama,Sci-Fi",6.1,Joonas Makkonen,"Jivan Aakhyan, heartwarming and overall winsome drama with a lot of heart. It rightly delivers the message of kindness, forgiveness and the importance of self-love, which makes it a wholesome family entertainer."
tt13010422,Influenza,2024,"Comedy,Horror",7.0,Felix Schäfer,"Influencers do anything and everything to become more famous, but what if they have to risk their lives for it?"
tt13011702,American Prom,2024,Drama,6.4,Dominic Giannetti,"Mampu watches her father struggle to keep his one screen theatre afloat, as her hometown acquires a new name, losing traces of its rich cultural past."
tt13011910,Were It Not for Mama,2022,"Drama,Sci-Fi",6.8,Shaquilla Nicole Smith,"American Prom brings spirituality into the center of a modern day coming of age story. Trinity enters high school and finds herself mixed up with the ""in-crowd"" tempted by popularity, parties and peer pressure. As prom approaches and temptation grows, Trinity must decide her path."
tt13013204,Shoebox,2021,Drama,8.6,Faraz Ali,"Gloria, Lashay's stepmother, has been accused of killing her husband. With the killer still on the loose, the human research agency targets Lashay."
tt13013820,Faactory,2021,"Action,Crime,Drama",6.5,Faisal Khan,"Yash falls in love with Natasha but is not able to profess his feelings to her. A few years later, he stalks and kidnaps her. Will they fall in love or will his obsession increase with time."
tt13016428,Bury Me,2022,Comedy,6.1,Paul Boyd,"Sid, a perennial kid who spends his days playing video games and selling weed, is about to be evicted. Desperate to change his life, he enlists his gaming buddy Logan in a dangerous scheme involving the livestream of a self-burial video."
tt13017082,Voices in Deep,2023,Drama,7.3,Jason Raftopoulos,"Dawn is a 16 year-old, middle-class, girl who runs away from home. Dawn finds an alley to sleep in and befriends a homeless veteran named Gary. Over the course of a few days, Gary and Dawn learn important lessons from one another."
tt13017204,The Fable: The Killer Who Doesn't Kill,2021,"Action,Comedy,Mystery",6.8,Kan Eguchi,"In the aftermath of a refugee crisis, a man hustles to provide shelter for his vulnerable younger brother. Meanwhile, a volunteer suffering post-traumatic stress sells illegally poached shellfish when her black market buyer goes missing."
tt13017688,Spicy Calabria,2021,Drama,8.8,Giacomo Arrigoni,The Fable/Akira Sato killed 5 men 4 years ago. He meets the girl injured back then in a wheelchair. She's staying with the 6th on his kill list canceled last moment. The 6th is now scamming/extorting people.
tt13017760,"Glam, Sweat & Tears",2021,"Documentary,Music",6.5,Jovan Radomir,THE GET LOST LOSERS follows the most cantankerous rock band in Hollywood as it prepares for a super-clutch industry showcase and one last shot at fame.
tt13019994,Runaway,2021,Drama,8.2,Ralph Smith,"An exploration into effects of gentrification, COVID -19, and other issues The Culture faces in New Orleans, through the eyes of the youngest Black Masking Mardi Gras Indian Big Chief in the city."
tt13021136,The Get Lost Losers,2022,"Comedy,Musical",7.4,Chaz Moore,In the middle of the Swedish prog wave. So did Tears invest in an extroverted expression and spectacular stages. So they where unique in Sweden at this time. And their story are told in this documentary by Ola Salo - their biggest fan.
tt13021608,Big Chief Black Hawk,2021,Documentary,7.3,Jonathan Isaac Jackson,"A road trip across the Calabrian region to discover traditions, legends, artistic masterpieces and natural landscapes linked by the red thread of spiciness. Along an ideal route that leads from the burning chili peppers to the pungent 'nduja, passing from the hints of the bergamot to the flavors of the typical sardella, Esmeralda Spadea, a journalist in search for ins... Read all"
